scenario,iteration,fuzzer_type,algorithm,cell_loads_list_str,avg_overall_sinr,avg_high_prio_sinr,fairness_index,handover_count_iter,ue_locations_str,serving_cell_ids_str,assigned_rsrp_list_str,assigned_sinr_list_str,num_ues_below_qos,sinr_5th_percentile,sinr_50th_percentile,sinr_95th_percentile,load_min,load_max,load_std,fuzzed_load_modifier_str,fuzzed_pos_modifier_str,vulnerabilities
Low Load,72,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",11.33565113544464,19.713316122690838,0.10362923432143098,6,"[[266.9297790527344, -110.07327270507812], [-37.45106506347656, -41.91146469116211], [210.84275817871094, 184.9777374267578], [-91.45466613769531, 158.46670532226562], [217.76173400878906, -184.81130981445312], [-53.042171478271484, 63.45711135864258], [42.97849655151367, 242.18479919433594], [61.144065856933594, -1.7388886213302612], [179.5532684326172, -8.612626075744629], [121.32208251953125, -176.23585510253906], [283.2625427246094, -65.0396728515625], [-48.435638427734375, 198.60153198242188], [-8.550773620605469, -110.1835708618164], [125.84981536865234, -37.87313461303711], [60.10008239746094, -128.11117553710938]]","[1, 0, 2, 0, 1, 2, 1, 1, 1, 1, 2, 2, 0, 1, 0]","[-55.84714889526367, -108.44500732421875, -56.71672058105469, -47.406410217285156, -45.37194061279297, -86.22257995605469, -61.636356353759766, 1.1105353832244873, 1.7566179037094116, -44.505210876464844, -117.78610229492188, -59.11678695678711, -60.11115646362305, -85.07723999023438, -10.230098724365234]","[-0.2658911943435669, -7.012777328491211, 12.80782699584961, 9.795393943786621, 13.540526390075684, 8.259170532226562, 21.72999382019043, 12.824803352355957, 12.706841468811035, 11.15188217163086, -15.352559089660645, 2.1962482929229736, -2.4494574069976807, -2.306277275085449, 92.40904235839844]",5,-9.514711856842041,9.795393943786621,42.93370838165276,0.26666666666666666,0.4666666666666667,0.09428090415820634,"[-0.002293467670505686, 0.02801326577866106, -0.011194567878860862]","[[4.889495823156459, -0.8867032423530121], [-2.825348789068276, 3.485965631099843], [-2.9065716410418663, 0.10034116461623377], [1.3039148099594433, 2.671916469550668], [1.639216739979541, -3.543773706207276], [-4.600645303215025, 3.1412867820521146], [-4.269758940725312, 1.7142660164939976], [-1.0448245791038326, -1.6517563041295533], [1.0732490741032938, 0.06323582020597662], [-2.726012157899438, -2.5406055435875174], [-0.35955836007843, 1.545095821271297], [0.45159363329461577, 4.942773432451169], [0.7380622416708027, 2.8779687191755396], [2.9002906286769683, -0.6388079271322633], [4.572760347833453, -0.876510303776219]]",['Unfairness: Jain Index = 0.10']
Low Load,73,Random,baseline,"[0.26666666666666666, 0.2, 0.5333333333333333]",17.95952843030294,23.235137303670246,0.21538087147354779,5,"[[267.0, -105.46770477294922], [-38.690025329589844, -38.029354095458984], [213.80404663085938, 179.43490600585938], [-98.60889434814453, 157.48553466796875], [218.2256317138672, -188.77700805664062], [-46.319419860839844, 68.67985534667969], [48.42738723754883, 239.5054168701172], [66.69218444824219, 1.502792239189148], [187.34852600097656, -11.379599571228027], [118.55150604248047, -180.76565551757812], [283.7103576660156, -69.56572723388672], [-55.641456604003906, 194.0332489013672], [-9.394144058227539, -108.84028625488281], [123.1860580444336, -37.4522590637207], [57.615272521972656, -137.4151153564453]]","[1, 0, 2, 0, 0, 2, 2, 1, 1, 2, 2, 2, 0, 2, 2]","[-64.82086944580078, -97.02403259277344, -49.946556091308594, -57.259639739990234, -50.87689971923828, -6.192605018615723, -66.11493682861328, 9.151721954345703, -130.46881103515625, -58.313411712646484, -129.43576049804688, -63.19496536254883, -59.358367919921875, -16.134016036987305, -19.388004302978516]","[5.9182891845703125, 2.757237195968628, 6.486589431762695, 11.082277297973633, 7.191732406616211, 18.036148071289062, 9.92041015625, 111.79085540771484, -27.87530517578125, 6.853172302246094, -26.9923038482666, 6.2317352294921875, 6.7372517585754395, 48.00370788574219, 83.25112915039062]",2,-27.257204246520995,6.853172302246094,91.81304702758786,0.2,0.5333333333333333,0.14401645996461912,"[0.040962351032834715, 0.09441773602989853, 0.05247490000602886]","[[4.492473543435004, 3.084211082491416], [-4.5953486396491865, 3.1032132660378036], [-1.5133050269007953, -3.8837944113428833], [-3.621309626305739, -4.19393752558903], [0.8523607814650305, -2.8316852016511183], [4.915141539344768, 1.69928072397291], [2.2826640071382123, -0.9721002138413128], [3.016944505031903, 3.7661036370070384], [2.815331849837376, -2.321031759431479], [-0.83176837829643, -3.9671820125830957], [-1.1642083491204103, -1.7190816869455472], [-4.867718651917271, -0.15972774722647554], [-1.724082457937779, 4.7617461882409575], [-4.140979783171282, 3.689290758512719], [-2.5583037018531876, -4.861593285171582]]",['Unfairness: Jain Index = 0.22']
Low Load,74,Random,baseline,"[0.26666666666666666, 0.5333333333333333, 0.2]",26.68941927353541,43.87587124109268,0.27693555765164823,8,"[[259.8387451171875, -108.34535217285156], [-37.31479263305664, -40.945220947265625], [217.17518615722656, 174.0498504638672], [-96.51993560791016, 160.95761108398438], [221.1304168701172, -186.48187255859375], [-49.73432540893555, 72.787841796875], [54.572166442871094, 242.60948181152344], [71.06195831298828, -0.7546918392181396], [190.4346466064453, -13.15975570678711], [114.0381851196289, -176.72190856933594], [283.2911682128906, -76.57352447509766], [-60.06744384765625, 189.4922637939453], [-10.90584945678711, -114.75081634521484], [124.35901641845703, -42.5024299621582], [57.35564422607422, -136.34967041015625]]","[0, 0, 1, 0, 1, 2, 0, 1, 1, 1, 2, 2, 1, 1, 1]","[-53.21842956542969, 2.6480886936187744, -59.89875411987305, -60.23628616333008, -55.59414291381836, -9.612773895263672, -73.539306640625, -4.690171718597412, -111.43966674804688, -60.185020446777344, -27.717159271240234, -59.83259201049805, -50.46137237548828, -7.320442199707031, -15.735448837280273]","[9.889034271240234, 105.2872314453125, 7.2788801193237305, 4.226870059967041, 4.799166202545166, -0.765295147895813, 2.0770158767700195, 16.812101364135742, -8.831066131591797, 0.999182403087616, 74.9219741821289, -5.253970146179199, 6.677798271179199, 95.31868743896484, 86.90367889404297]",3,-6.327098941802978,6.677798271179199,98.30925064086912,0.2,0.5333333333333333,0.14401645996461912,"[0.058599592077362955, -0.016365672427121017, 0.04113232438249401]","[[-3.8582574938914482, -3.6418926912820204], [-2.860139520448789, -2.392019277755594], [-0.5146381625634708, -4.314243817723046], [3.880494858701212, 1.5691744916696662], [2.7229871036759583, 3.634802879834343], [-3.701697940516977, 0.6652700136702059], [2.304150561467015, 4.505022941260481], [2.6474459016461163, -2.7368703444247044], [-1.8598841287038494, -1.6511420839384527], [-3.0697532519211257, 4.387497160602868], [-1.6214418010795804, -4.289880390205844], [-2.218710397064101, -0.2089242899982393], [-1.6388978942700962, -1.4014027398546225], [-0.021487586474890463, -2.829422475411193], [0.44106762913281017, 4.130158955100761]]","['Ping-Pong: 2 UEs oscillating', 'Unfairness: Jain Index = 0.28']"
Low Load,75,Random,baseline,"[0.4666666666666667, 0.13333333333333333, 0.4]",17.33378002246221,20.045277794202168,0.26815016440730244,8,"[[254.11941528320312, -112.02769470214844], [-38.07505798339844, -34.267459869384766], [224.77297973632812, 172.42140197753906], [-105.01619720458984, 162.18089294433594], [220.66038513183594, -185.0128631591797], [-52.499053955078125, 78.58790588378906], [53.874393463134766, 243.3476104736328], [69.98453521728516, -1.0664974451065063], [195.7412872314453, -15.297722816467285], [117.5042953491211, -177.67721557617188], [282.0162048339844, -78.11548614501953], [-63.78301239013672, 188.99217224121094], [-9.12090015411377, -121.81251525878906], [122.92422485351562, -45.944149017333984], [52.56557846069336, -142.45445251464844]]","[0, 0, 0, 2, 1, 2, 2, 0, 1, 0, 2, 2, 0, 0, 2]","[-61.983116149902344, -99.64171600341797, -60.62098693847656, -55.07362747192383, -71.64754486083984, -82.16106414794922, -75.7185287475586, -24.430706024169922, -7.759978294372559, -55.146080017089844, -123.65611267089844, -63.72260284423828, -57.43464660644531, -37.359947204589844, -16.639404296875]","[-3.68137264251709, 2.6321468353271484, 0.1991599202156067, 3.088632106781006, 2.6801321506500244, 13.648536682128906, 10.907965660095215, 37.38654708862305, 94.87915802001953, 2.779057025909424, -21.359466552734375, -3.9356563091278076, 6.387361526489258, 28.394773483276367, 85.99972534179688]",3,-9.162799382209776,3.088632106781006,88.66355514526366,0.13333333333333333,0.4666666666666667,0.14401645996461912,"[-0.0021667387249899306, 0.009670624731950975, 0.03795517408782162]","[[-1.6378931293793473, -3.7944110418508403], [-4.232780782123092, 4.9694072220046905], [4.746398508604532, -1.103523449625674], [-4.8790007999107, -0.29705749955220906], [-1.185615709442418, 2.03813780616668], [-2.8637294766375785, 2.1567419601479108], [-3.9602966972582654, 3.513385324502769], [-3.4002418622829067, -1.9068312679801758], [1.7570184995087352, -1.4507262705211765], [4.430945864767846, -0.6648044472924752], [-1.2801473011449813, 1.6627667796014167], [-0.841310550072258, 3.276176055631918], [0.4801691353518889, -2.9317704440002004], [-4.263493745676493, -3.4965637499114353], [-4.082385997059879, -2.0666826772601086]]","['Ping-Pong: 4 UEs oscillating', 'Unfairness: Jain Index = 0.27']"
Low Load,76,Random,baseline,"[0.5333333333333333, 0.26666666666666666, 0.2]",19.272925212358434,15.571489041981598,0.26954784708689755,5,"[[248.76039123535156, -111.59780883789062], [-32.54261016845703, -28.687599182128906], [230.25967407226562, 174.71041870117188], [-103.65618133544922, 167.8782196044922], [222.6899871826172, -190.8063201904297], [-54.57272720336914, 79.43518829345703], [62.470577239990234, 241.3232879638672], [69.74602508544922, -2.5351510047912598], [195.56260681152344, -21.543567657470703], [120.5675277709961, -175.52896118164062], [279.3419189453125, -84.9689712524414], [-70.67866516113281, 186.23020935058594], [-4.345954895019531, -121.65885162353516], [125.7973403930664, -43.37477111816406], [54.78271484375, -145.46246337890625]]","[0, 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 0, 1, 2]","[-60.72452163696289, 12.397242546081543, -66.92410278320312, -58.61003875732422, -48.518775939941406, -88.17530822753906, -60.53623962402344, -4.528615474700928, -125.86146545410156, -63.044044494628906, -120.624267578125, -42.565399169921875, -61.408485412597656, -6.872467517852783, -102.03902435302734]","[9.069563865661621, 115.036376953125, -1.308406114578247, 7.856442451477051, 10.942663192749023, 5.858138084411621, 28.08225440979004, 66.0579605102539, -23.973682403564453, 5.270977020263672, -18.145095825195312, 15.520267486572266, 2.135444164276123, 66.7217025756836, -0.030728185549378395]",4,-19.893671798706055,7.856442451477051,81.21610488891596,0.2,0.5333333333333333,0.14401645996461912,"[-0.007407566853221748, 0.013640184648063533, 0.09178156771965182]","[[-1.8381954762046626, 2.2068845319487007], [1.426262547783005, 3.9343766526786066], [2.3045395994416946, 3.2247781857869136], [4.0402555803868605, 3.746859425672394], [1.5901491572800488, -4.139387309796193], [-3.0092568015484513, -2.5433794534231655], [4.450510109782082, 0.06602465878624564], [-3.549006680703475, -0.1690095422294906], [-3.7383410608116807, -4.779350123067517], [3.76471216186307, 2.6645606676666365], [-2.3477411095116696, -3.1180716407389797], [-4.806801866141593, 0.42649422860048336], [2.4355428907596046, 4.156810552123591], [0.76903323603198, 2.224809656668988], [3.3358950597164068, -0.35285482157875947]]","['Ping-Pong: 2 UEs oscillating', 'Unfairness: Jain Index = 0.27']"
Low Load,77,Random,baseline,"[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",31.13438197771708,27.885767300923664,0.35944156639549113,5,"[[246.55233764648438, -110.7990951538086], [-33.52448272705078, -26.81494140625], [230.9405975341797, 172.6621856689453], [-105.84601593017578, 172.62246704101562], [218.03866577148438, -188.94598388671875], [-54.43672180175781, 84.58283996582031], [63.83919906616211, 242.9727020263672], [75.80238342285156, -1.2655377388000488], [194.8553009033203, -17.147136688232422], [123.85362243652344, -170.433837890625], [280.55975341796875, -84.0147476196289], [-76.62872314453125, 183.26461791992188], [-7.713574409484863, -126.6360092163086], [130.89022827148438, -46.06925964355469], [56.85341262817383, -145.60972595214844]]","[2, 0, 2, 1, 0, 2, 0, 1, 1, 0, 2, 0, 0, 1, 0]","[-45.264835357666016, 11.760941505432129, -58.862281799316406, -65.3964614868164, -59.43179702758789, -13.09520149230957, -62.85297393798828, -3.644906520843506, -11.592504501342773, -64.91795349121094, -135.26612854003906, -41.439605712890625, -67.86420440673828, -65.83998107910156, -11.719728469848633]","[8.427547454833984, 114.40008544921875, 4.716630935668945, 3.9714887142181396, 8.693205833435059, 71.23165893554688, 7.589659690856934, 54.156700134277344, 91.046630859375, 0.5419340133666992, -32.89704132080078, 11.961236000061035, 10.478872299194336, 21.77771759033203, 90.91940307617188]",1,-9.489758586883543,10.478872299194336,98.0526672363281,0.26666666666666666,0.4666666666666667,0.09428090415820634,"[0.049735922583907494, 0.09801921634296618, -0.03924598115601011]","[[0.25430995630895215, 2.1636616338166768], [-4.501198006879566, -0.235112869915179], [-2.3653754501736457, -0.34984876836404144], [2.1092712183188524, 4.222340543699305], [-4.1774810597181045, 2.6975768845501022], [0.3729920520774215, 1.667218889327522], [-2.7654231130024067, 4.30582472682657], [3.375548501460635, 2.8353938719174483], [-4.274829330060155, 4.935995569122536], [4.872130303395142, 4.100424519895991], [2.949255633244478, 3.4410135694934887], [-3.833455273914652, -1.8257024412232203], [-4.445216287363859, -1.0959477581936428], [2.072169971456902, -3.577099199372422], [3.68286150795641, 2.0474251232477956]]",['Unfairness: Jain Index = 0.36']
Low Load,78,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",35.571899048487346,33.24075706799825,0.4233631945872516,10,"[[242.47434997558594, -112.82563781738281], [-27.833843231201172, -27.48180389404297], [238.81332397460938, 168.00572204589844], [-114.73674011230469, 173.67160034179688], [218.47816467285156, -194.68182373046875], [-55.941551208496094, 92.9477310180664], [69.26888275146484, 243.66122436523438], [74.85735321044922, -7.927279472351074], [194.4473114013672, -14.86721134185791], [120.82344818115234, -174.10061645507812], [280.62725830078125, -84.93325805664062], [-82.68585205078125, 177.5392303466797], [-8.243901252746582, -133.30307006835938], [130.12164306640625, -41.43966293334961], [55.614044189453125, -153.22703552246094]]","[1, 0, 2, 2, 1, 0, 1, 1, 2, 1, 1, 0, 1, 2, 0]","[-60.916080474853516, 11.57323932647705, -46.97216033935547, -54.95517349243164, -56.491455078125, -11.899374961853027, -75.38465118408203, -2.427342176437378, -15.306276321411133, -64.11958312988281, -11.704100608825684, -69.4908218383789, -54.181922912597656, -36.1124267578125, -124.72944641113281]","[4.007246971130371, 114.21237182617188, 22.7901668548584, 0.32261180877685547, 5.066168785095215, 90.73975372314453, 6.41150426864624, 100.2117919921875, 87.33285522460938, 2.227034330368042, 90.93502807617188, -4.606766223907471, 7.636630535125732, 28.858530044555664, -22.566442489624023]",2,-9.994669103622435,7.636630535125732,104.41196594238279,0.26666666666666666,0.4666666666666667,0.09428090415820634,"[0.04281436862078816, 0.023663690285117903, 0.04291213339492289]","[[-1.364747456274935, -0.19158467543166413], [2.492607741307042, -3.8233814118766785], [3.199835471755252, -2.982244132182439], [-4.403780795041313, 0.13800771326510475], [0.6124751998777302, -4.994398261153622], [-2.7970369385632443, 4.863726343968031], [2.9088398051162168, 3.917997880150107], [-4.6202974351702375, -4.52745833783839], [-4.0346162803209165, 2.7698848525394393], [-1.536560242961802, -2.8386041669697892], [1.7731262927504972, 0.4953496482034865], [-4.828274632928897, -4.431237386598198], [-0.517701766266212, -1.8543054304725102], [-4.259790125371553, 3.691765024273236], [0.8270961685798888, -4.3585537954265865]]",[]
Low Load,79,Random,baseline,"[0.2, 0.3333333333333333, 0.4666666666666667]",21.980811515450476,20.308692234257858,0.27758370262858323,6,"[[239.3241424560547, -115.09942626953125], [-21.182910919189453, -25.410127639770508], [241.2146759033203, 170.02073669433594], [-122.25933837890625, 177.24815368652344], [216.80955505371094, -193.69674682617188], [-56.36956024169922, 92.91829681396484], [74.4988784790039, 245.49229431152344], [82.33460998535156, -4.591850757598877], [197.60508728027344, -18.765010833740234], [117.69205474853516, -173.65493774414062], [276.3254699707031, -89.74441528320312], [-88.4103775024414, 176.17543029785156], [-7.728262424468994, -140.95217895507812], [130.79421997070312, -43.526283264160156], [55.685699462890625, -151.53317260742188]]","[2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 1, 1, 0]","[-58.79876708984375, 21.60468864440918, -50.150779724121094, -67.57156372070312, -67.60199737548828, -12.71502685546875, -86.55477905273438, -8.45210075378418, -129.53179931640625, -70.02890014648438, -120.08423614501953, -59.90394973754883, -55.94179153442383, -12.44808292388916, -123.61175537109375]","[2.663094997406006, 124.24382019042969, 17.17056655883789, 1.1871925592422485, 0.21746085584163666, 89.92410278320312, 1.5630029439926147, 69.90247344970703, -28.574771881103516, 6.670595169067383, -17.657072067260742, 1.8909735679626465, 12.706074714660645, 68.90061950683594, -21.09596061706543]",3,-23.339603996276857,2.663094997406006,100.22001800537106,0.2,0.4666666666666667,0.10886621079036347,"[-0.08114375136846558, -0.025219228432292656, 0.03650333052702234]","[[-0.08591793777386592, -0.37056300170019796], [2.58531206761306, 0.005534061024206949], [-1.82397049256371, 3.884184134863025], [-3.9443145216382924, 0.9187781651568097], [-0.7504184353274423, 2.0160941256571085], [-4.159677232131806, -3.22031929065146], [2.9036979797815405, 4.913826746374056], [4.882953158013962, 4.147574334878692], [-0.10742349993058564, -4.459759512109799], [-3.3623481626316973, 2.508381477634761], [-2.2439235719793604, -1.7323749844979206], [-3.9825121295333354, 0.06987608301294213], [0.8644330905171902, -4.6167045013516095], [-1.184597413683901, -2.5208685064882697], [2.3190506351813234, 4.533259047802174]]","['Ping-Pong: 2 UEs oscillating', 'Unfairness: Jain Index = 0.28']"
Low Load,80,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",6.0653831717868645,2.3949733022600412,0.17039141317930692,5,"[[239.34622192382812, -118.64995574951172], [-16.302005767822266, -24.9410400390625], [246.5100860595703, 166.54461669921875], [-121.57978057861328, 181.57899475097656], [216.52554321289062, -195.6855926513672], [-50.0025749206543, 96.42284393310547], [78.32902526855469, 244.24655151367188], [87.94697570800781, -6.679797649383545], [203.00975036621094, -15.060410499572754], [121.57087707519531, -177.68370056152344], [275.1918029785156, -93.30361938476562], [-88.86270904541016, 173.1856689453125], [-11.533480644226074, -145.45205688476562], [136.4916229248047, -38.39138412475586], [52.19343185424805, -151.16281127929688]]","[1, 0, 1, 2, 2, 2, 2, 1, 2, 0, 1, 0, 0, 1, 0]","[-34.5734748840332, -102.64511108398438, -52.31646728515625, -65.41499328613281, -58.23574447631836, -81.82640075683594, -73.81015014648438, -0.12180254608392715, -133.4117889404297, -43.58531188964844, -137.33204650878906, -67.18588256835938, -64.35707092285156, -30.599945068359375, -127.64546203613281]","[13.610234260559082, -2.362765312194824, 12.322799682617188, -0.3828180134296417, -0.02725682035088539, 10.835697174072266, 23.127403259277344, 69.216064453125, -30.901683807373047, 13.5780611038208, -34.70232009887695, -0.9628081321716309, 2.493823528289795, 40.36735153198242, -25.231035232543945]",7,-32.041874694824216,2.493823528289795,49.021965408325165,0.3333333333333333,0.3333333333333333,0.0,"[-0.06768071086268615, 0.01784779394774723, 0.032325360026069394]","[[1.6523368341358635, -0.972878030149559], [0.8797546223498154, -1.1505921450270384], [1.7826935573828218, -1.1491422984357333], [4.718827483578767, 2.5700019180397717], [1.5265350926299606, -0.1106065608604272], [3.261295780262982, 2.155117109195724], [2.858405079083921, 2.602627928533085], [3.8190030601192895, -1.5590411362106469], [3.0635409986847133, 2.9834813311851107], [2.547623125375427, -3.203742466218352], [0.35346287979835633, 1.0690575422949466], [1.1877233909780314, -2.336016230771263], [-1.801607363101121, -1.3380150692764072], [3.1980506158314927, 4.804357138294353], [-0.6302835439087335, 2.615511586728757]]","['Ping-Pong: 3 UEs oscillating', 'Unfairness: Jain Index = 0.17']"
Low Load,81,Random,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",16.860434353351593,17.35324454307556,0.22712605211659104,6,"[[236.11422729492188, -119.6377944946289], [-11.66684341430664, -18.672229766845703], [247.46670532226562, 169.46221923828125], [-121.22698211669922, 188.50616455078125], [211.04736328125, -194.48480224609375], [-49.3110237121582, 101.14315795898438], [81.18240356445312, 243.4314422607422], [85.51618194580078, -8.02358627319336], [208.34524536132812, -12.100460052490234], [128.26336669921875, -180.21128845214844], [268.3021240234375, -92.63790130615234], [-89.35082244873047, 170.43638610839844], [-11.697357177734375, -153.0693359375], [133.6341552734375, -37.653934478759766], [48.94571304321289, -158.84814453125]]","[1, 0, 1, 1, 0, 0, 2, 1, 2, 2, 2, 0, 1, 1, 0]","[-61.587982177734375, 20.670766830444336, -51.14067077636719, -62.762813568115234, -58.260948181152344, -81.79747009277344, -72.75575256347656, -26.568574905395508, -126.30432891845703, -51.16291046142578, -15.539419174194336, -60.60980224609375, -64.1086654663086, -62.55088424682617, -130.06837463378906]","[-1.457364797592163, 123.30990600585938, 5.5222296714782715, -1.0976455211639404, 6.005095481872559, 4.651899814605713, 11.467629432678223, 34.094573974609375, -24.513877868652344, 10.546285629272461, 87.09971618652344, -0.9881466031074524, 3.3710875511169434, 22.373794555664062, -27.478668212890625]",5,-25.403314971923827,5.5222296714782715,97.96277313232417,0.26666666666666666,0.4,0.054433105395181744,"[-0.04448208918579795, 0.06826632383180395, -0.09893225435574048]","[[-0.7931838109735629, 0.5090400211730826], [2.552001771695438, 4.573644285170715], [-2.828713711794699, 4.9801933146468915], [4.098113973826177, 3.8640440894782166], [-2.936517990468176, 4.412876323684722], [-2.4649387235883005, 1.3038213744464837], [0.9079405699210588, 3.29228787799247], [-3.8767145418322935, -2.89691379834501], [3.5762390222400793, 2.6467394236093984], [4.661320857156953, -2.1594755171641014], [-3.9238575545753864, 3.6696842244239605], [2.4005423627818123, -1.7584158946103354], [1.923771064341274, -4.122761555925541], [-4.985039605552397, -0.4687384761539075], [-1.1869501757675929, -4.9624590146582905]]","['Ping-Pong: 2 UEs oscillating', 'Unfairness: Jain Index = 0.23']"
Low Load,82,Random,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",27.379504362742107,57.021618048350014,0.31006334063590274,8,"[[232.59170532226562, -118.33545684814453], [-6.144037246704102, -13.260601043701172], [245.8619842529297, 165.73712158203125], [-120.19847869873047, 193.07015991210938], [211.17628479003906, -195.42343139648438], [-43.10464859008789, 101.31929016113281], [80.94571685791016, 240.14244079589844], [81.59066772460938, -3.2901315689086914], [212.2665252685547, -8.733511924743652], [132.5564422607422, -177.08592224121094], [266.2537841796875, -98.50892639160156], [-89.4970474243164, 173.17820739746094], [-17.475723266601562, -158.25001525878906], [138.88082885742188, -36.10082244873047], [48.48954391479492, -159.23158264160156]]","[2, 0, 2, 0, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1]","[-57.25824737548828, 20.27728271484375, -56.54592514038086, -60.104888916015625, -66.1052474975586, -16.16949462890625, -35.332550048828125, -42.382972717285156, -130.33265686035156, -52.1895637512207, -9.520054817199707, -54.33317565917969, -59.24778366088867, -48.79864501953125, -9.647100448608398]","[12.767891883850098, 18.712791442871094, 12.041954040527344, 13.291817665100098, 3.8626909255981445, 86.46964263916016, 44.946903228759766, 4.519169807434082, -27.70564079284668, 10.900603294372559, 93.11907958984375, 6.656448841094971, 17.37782096862793, 20.739356994628906, 92.99203491210938]",1,-5.607808589935301,13.291817665100098,93.03014831542968,0.26666666666666666,0.4,0.054433105395181744,"[0.09988872481087838, -0.07848430703501444, 0.060483813031254136]","[[-1.123854328834831, 2.168990386812119], [2.3172158633828754, 3.404115689671274], [-4.460397711906365, -1.1585617413497253], [3.5491078924792276, 1.358699092089953], [3.283486435472142, 2.895880310908491], [2.4175850802438354, -2.72652057176208], [-1.2365035401730742, 0.5330038601896963], [-4.697200413941946, 3.487966524878468], [0.6042087020103013, 2.388273610347423], [2.93465659521436, 4.686141780104805], [0.14153644063171278, -4.953757166024857], [3.866249652173458, 3.7726257872601927], [-3.378434213723025, -1.620306275361779], [1.6416316646388571, 0.25126605801417146], [1.4192262437782945, 2.5943126950412196]]",['Unfairness: Jain Index = 0.31']
Low Load,83,Random,baseline,"[0.4, 0.4666666666666667, 0.13333333333333333]",16.82237382729848,-0.970457394917806,0.15407945834129017,9,"[[231.0662841796875, -118.90288543701172], [-6.314183235168457, -6.309756278991699], [251.48202514648438, 160.357666015625], [-120.57928466796875, 198.3645782470703], [211.99081420898438, -200.0], [-35.31756591796875, 103.42810821533203], [85.37033081054688, 238.01138305664062], [86.16629791259766, -1.6777435541152954], [219.14370727539062, -8.764740943908691], [133.69615173339844, -176.72947692871094], [265.7048645019531, -95.81414794921875], [-90.27194213867188, 169.03530883789062], [-19.783166885375977, -165.49822998046875], [143.1079864501953, -32.559539794921875], [43.418758392333984, -164.7253875732422]]","[0, 0, 0, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 1]","[-58.109642028808594, 36.245887756347656, -59.40192413330078, -55.62862014770508, -51.68769836425781, -79.94622039794922, -75.2385482788086, -35.888221740722656, -15.004334449768066, -60.02809524536133, -131.2449188232422, -64.52913665771484, -78.67820739746094, -66.43257904052734, -125.95956420898438]","[2.615973949432373, 138.88502502441406, 6.104023456573486, 13.143821716308594, 17.960590362548828, 4.238483428955078, 14.283075332641602, 13.592458724975586, 87.63480377197266, 0.8144510984420776, -28.607742309570312, -3.5698633193969727, -1.062342643737793, 9.641265869140625, -23.338417053222656]",4,-24.91921463012695,6.104023456573486,103.00987014770502,0.13333333333333333,0.4666666666666667,0.14401645996461912,"[-0.012936371631760868, 0.08441024058564692, -0.05531641195605315]","[[1.5219833980633757, 0.6392470185871897], [-2.8859639418807346, 4.577371935932938], [4.136714176300098, -2.6111762596554366], [1.8617050287441774, 4.04387224373629], [1.4957394314302945, -2.2223740531688962], [3.8901463086554564, -1.019990405592842], [3.067016446881693, 1.8898161512897929], [3.0292541930940153, 1.0241760805202809], [3.5735506175594782, -1.163211315645174], [-1.6244462916139035, 1.7752335091570837], [2.5981692036330495, 2.38882763888528], [1.6330498641908768, -2.5752724244379674], [-0.03476868280566059, -3.658535341912319], [1.4060925592552938, 1.7770746955481371], [-2.9586935999164963, -2.9613532793464814]]","['Ping-Pong: 2 UEs oscillating', 'QoS Violation: Avg High Prio SINR = -0.97 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.15']"
