scenario,iteration,algorithm,fuzzer_type,vulnerabilities,vulnerability_count,is_critical,jain_fairness_index,throughput_5th_percentile_mbps,handover_count_iter,avg_transmission_time_ms,generation,handover_count,handover_rate,vulnerabilities_list,avg_sinr_db,sinr_5th_percentile_db,avg_throughput_mbps,load_std,has_ping_pong,has_qoe_violation,has_unfairness,is_critical_failure
Stable Mobility,31,Baseline,AI-Fuzzer,,1,,0.2244122726544347,8.184044313430785,,0.5166394710540771,,8.0,0.5333333333333333,['Ping-Pong: 5 UEs oscillating'],10.990668296813965,-2.9531290531158447,56.516990661621094,0.09035079029052513,True,False,False,False
Stable Mobility,32,Baseline,AI-Fuzzer,,2,,0.1830189881817077,8.335349559783936,,0.5857447981834412,,8.0,0.5333333333333333,"['Ping-Pong: 3 UEs oscillating', 'Unfairness: Jain Index = 0.18']",9.393316268920898,-2.9205437183380125,50.27719497680664,0.10345505229714491,True,False,True,False
Stable Mobility,33,Baseline,AI-Fuzzer,,2,,0.08477275629541776,7.528411149978638,,0.652959942817688,,9.0,0.6,"['Ping-Pong: 3 UEs oscillating', 'Unfairness: Jain Index = 0.08']",5.817173957824707,-3.3316338777542116,35.14728927612305,0.0659828879073858,True,False,True,False
Stable Mobility,34,Baseline,AI-Fuzzer,,2,,0.15949437187034063,8.138971185684204,,0.6498473286628723,,10.0,0.6666666666666666,"['Ping-Pong: 3 UEs oscillating', 'Unfairness: Jain Index = 0.16']",7.841344833374023,-3.082872676849365,44.2916259765625,0.09712418121129114,True,False,True,False
Stable Mobility,35,Baseline,AI-Fuzzer,,2,,0.1471347886328034,9.000462055206299,,0.5189411044120789,,8.0,0.5333333333333333,"['Ping-Pong: 3 UEs oscillating', 'Unfairness: Jain Index = 0.15']",8.610381126403809,-2.4385621070861814,45.88519287109375,0.055532875189002864,True,False,True,False
Stable Mobility,36,Baseline,AI-Fuzzer,,1,,0.2498433223411548,9.154721784591676,,0.4586377739906311,,10.0,0.6666666666666666,['Ping-Pong: 6 UEs oscillating'],11.716154098510742,-2.32007063627243,59.00825119018555,0.10345505229714491,True,False,False,False
Stable Mobility,37,Baseline,AI-Fuzzer,,2,,0.1562881747778469,11.436501598358156,,0.5127540826797485,,6.0,0.4,"['Ping-Pong: 2 UEs oscillating', 'Unfairness: Jain Index = 0.16']",9.54146671295166,-1.4329256385564801,49.702125549316406,0.10345505229714491,True,False,True,False
Stable Mobility,38,Baseline,AI-Fuzzer,,1,,0.1558611197459885,6.927448892593384,,1.003603458404541,,6.0,0.4,['Unfairness: Jain Index = 0.16'],5.165131568908691,-4.629880762100219,34.70818328857422,0.1487666604934601,True,False,True,False
Stable Mobility,39,Baseline,AI-Fuzzer,,1,,0.25825895008586586,8.084549522399902,,0.5289574265480042,,8.0,0.5333333333333333,['Ping-Pong: 2 UEs oscillating'],11.108765602111816,-3.0495539426803586,57.215919494628906,0.08302664654363189,True,False,False,False
Stable Mobility,40,Baseline,AI-Fuzzer,,2,,0.1673557928918729,10.235065174102784,,0.6791104674339294,,11.0,0.7333333333333333,"['Ping-Pong: 4 UEs oscillating', 'Unfairness: Jain Index = 0.17']",9.33154582977295,-2.708647053688764,49.340572357177734,0.055532875189002864,True,False,True,False
Stable Mobility,41,Baseline,AI-Fuzzer,,2,,0.1469510957160952,11.163139533996581,,0.4863605201244354,,8.0,0.5333333333333333,"['Ping-Pong: 5 UEs oscillating', 'Unfairness: Jain Index = 0.15']",8.492720603942871,-1.1927595734596252,45.124698638916016,0.07499055118106487,True,False,True,False
Stable Mobility,42,Baseline,AI-Fuzzer,,2,,0.09345027958776102,6.899713802337647,,0.7103605270385742,,7.0,0.4666666666666667,"['Ping-Pong: 6 UEs oscillating', 'Unfairness: Jain Index = 0.09']",7.005114555358887,-3.954461932182312,40.99742126464844,0.08302664654363189,True,False,True,False
Stable Mobility,43,Baseline,AI-Fuzzer,,1,,0.20624842997031953,6.89856858253479,,0.6914495229721069,,6.0,0.4,['Ping-Pong: 2 UEs oscillating'],8.73887825012207,-4.041796159744262,48.17182540893555,0.08302664654363189,True,False,False,False
Stable Mobility,44,Baseline,AI-Fuzzer,,1,,0.08751042512203902,8.338381052017212,,0.6635534763336182,,8.0,0.5333333333333333,['Unfairness: Jain Index = 0.09'],5.531571865081787,-2.864444231986999,34.315284729003906,0.09712418121129114,True,False,True,False
Stable Mobility,45,Baseline,AI-Fuzzer,,1,,0.23563572568723543,9.493017292022705,,0.5081190466880798,,8.0,0.5333333333333333,['Ping-Pong: 2 UEs oscillating'],10.583913803100586,-2.114465546607971,54.92713165283203,0.11507662831994829,True,False,False,False
Stable Mobility,46,Baseline,AI-Fuzzer,,2,,0.1751595426096823,11.5443359375,,0.4724002182483673,,11.0,0.7333333333333333,"['Ping-Pong: 4 UEs oscillating', 'Unfairness: Jain Index = 0.18']",9.599411964416504,-1.0760818779468535,49.85383987426758,0.09712418121129114,True,False,True,False
Stable Mobility,47,Baseline,AI-Fuzzer,,1,,0.23800337901643476,10.133305406570434,,0.6099897027015686,,10.0,0.6666666666666666,['Ping-Pong: 4 UEs oscillating'],9.079092025756836,-1.941927874088287,49.67704772949219,0.15707069049972042,True,False,False,False
Stable Mobility,48,Baseline,AI-Fuzzer,,1,,0.28840582942460724,14.123068523406982,,0.40276846289634705,,9.0,0.6,['Ping-Pong: 6 UEs oscillating'],12.40771484375,0.16233355998992932,61.6037712097168,0.09035079029052512,True,False,False,False
Stable Mobility,49,Baseline,AI-Fuzzer,,1,,0.20783624486130511,5.211756229400635,,0.7094144821166992,,8.0,0.5333333333333333,['Ping-Pong: 5 UEs oscillating'],8.664040565490723,-5.264617919921875,48.15357971191406,0.09035079029052513,True,False,False,False
Stable Mobility,0,Utility,AI-Fuzzer,,0,,0.22477755029341645,11.89852237701416,,0.41244229674339294,,10.0,0.6666666666666666,[],11.600154876708984,-0.8317210674285889,57.897422790527344,0.0659828879073858,False,False,False,False
Stable Mobility,1,Utility,AI-Fuzzer,,1,,0.10256906382608773,11.727771663665772,,0.45839911699295044,,7.0,0.4666666666666667,['Unfairness: Jain Index = 0.10'],8.763153076171875,-1.0224390655755995,45.58623123168945,0.06598288790738581,False,False,True,False
Stable Mobility,2,Utility,AI-Fuzzer,,1,,0.14031188744375414,11.630282402038574,,0.4299317002296448,,9.0,0.6,['Unfairness: Jain Index = 0.14'],10.446290969848633,-1.1042398855090139,52.72397994995117,0.07499055118106487,False,False,True,False
