scenario,iteration,algorithm,assignments,cell_loads,vulnerabilities
High Mobility,84,baseline,"[2, 1, 2, 1, 1, 1, 0, 2, 2, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 2, 2, 0, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,85,baseline,"[2, 1, 2, 1, 2, 1, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 0, 0, 0, 0, 2, 2, 0, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.13']"
High Mobility,86,baseline,"[2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 0, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,87,baseline,"[2, 1, 2, 2, 0, 2, 1, 2, 1, 0, 1, 0, 0, 0, 0, 1, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 2, 1, 0, 2]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 4.03 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,88,baseline,"[1, 1, 2, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,89,baseline,"[1, 1, 2, 2, 0, 0, 2, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 2, 2, 2, 1, 1, 0, 0, 0, 0, 2, 1, 2, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,90,baseline,"[1, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 1, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 2, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 2.68 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,91,baseline,"[2, 1, 2, 1, 0, 2, 0, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0, 2, 1, 0, 2]","[0.3, 0.4, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,92,baseline,"[2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 2, 1, 2, 1, 1, 0, 1, 0, 0, 2, 2, 0, 2]","[0.2, 0.4, 0.4]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,93,baseline,"[2, 1, 2, 1, 2, 0, 1, 2, 1, 2, 1, 0, 0, 0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 2, 2, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,94,baseline,"[2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 2, 0, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 3.44 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.23']"
High Mobility,95,baseline,"[2, 2, 2, 2, 0, 0, 1, 2, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 2, 2, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.46']"
High Mobility,96,baseline,"[2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 0, 1, 0, 0, 2, 2, 1, 2, 2, 2, 1, 1, 1, 0, 0, 0, 2, 1, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.27']"
High Mobility,97,baseline,"[2, 1, 1, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 2, 1, 1, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,98,baseline,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 0, 0, 0, 1, 0, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,99,baseline,"[2, 1, 2, 1, 2, 0, 1, 2, 1, 0, 0, 1, 0, 1, 2, 1, 0, 2, 2, 2, 2, 1, 2, 1, 1, 0, 0, 1, 0, 1]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,0,utility,"[0, 2, 0, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 0, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 1, 1, 2, 2, 1, 1]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['QoS Violation: Avg High Prio SINR = 4.45 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,1,utility,"[0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[0.43333333333333335, 0.4, 0.16666666666666666]",['Unfairness: Jain Index = 0.04']
High Mobility,2,utility,"[2, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 1]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,3,utility,"[0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 2, 1, 0, 1, 2, 2, 2, 0, 0, 2, 0, 0, 1, 0, 2, 2, 1, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,4,utility,"[0, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 0, 1, 1, 0, 0, 2, 1, 2, 1, 0, 1, 1, 1, 1, 0, 1, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.21 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Mobility,5,utility,"[0, 1, 2, 1, 2, 2, 1, 2, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 2, 0, 1, 0, 2, 1, 0, 2, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,6,utility,"[0, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 1, 1, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,7,utility,"[2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 0, 2, 2, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 2]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,8,utility,"[0, 1, 0, 2, 1, 2, 0, 1, 1, 2, 0, 0, 1, 0, 1, 2, 2, 2, 2, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Mobility,9,utility,"[0, 2, 2, 2, 1, 0, 0, 2, 1, 2, 2, 0, 2, 2, 1, 2, 2, 0, 2, 0, 2, 0, 1, 2, 0, 2, 2, 0, 0, 1]","[0.3333333333333333, 0.16666666666666666, 0.5]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,10,utility,"[2, 1, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 2, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 1, 0, 2, 2, 1, 0, 0]","[0.3, 0.3, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,11,utility,"[0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0]","[0.4, 0.4, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,12,utility,"[2, 1, 2, 2, 2, 1, 0, 1, 1, 2, 2, 2, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 2, 2, 1, 0, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,13,utility,"[2, 1, 2, 2, 2, 1, 0, 1, 1, 0, 2, 2, 2, 0, 1, 1, 2, 2, 2, 1, 1, 0, 0, 1, 0, 2, 2, 1, 0, 2]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.30']"
High Mobility,14,utility,"[2, 1, 2, 2, 1, 2, 0, 1, 1, 2, 2, 0, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 2, 1, 2, 0, 2]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,15,utility,"[0, 2, 2, 1, 1, 0, 2, 1, 1, 2, 2, 2, 2, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 1, 1, 1, 1, 1, 0, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,16,utility,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 1, 0]","[0.3333333333333333, 0.6333333333333333, 0.03333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.06 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Mobility,17,utility,"[2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 0, 2, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 2]","[0.1, 0.26666666666666666, 0.6333333333333333]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 4.64 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']"
High Mobility,18,utility,"[0, 1, 1, 2, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 2]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 4.69 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.31']"
High Mobility,19,utility,"[1, 0, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 1, 1, 1, 0, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.27']"
High Mobility,20,utility,"[1, 1, 1, 2, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.29']"
High Mobility,21,utility,"[0, 1, 1, 2, 1, 1, 0, 2, 1, 2, 1, 1, 1, 0, 1, 2, 0, 0, 2, 0, 1, 2, 2, 0, 1, 2, 1, 0, 2, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.28']"
High Mobility,22,utility,"[0, 1, 2, 2, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,23,utility,"[2, 2, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 1, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,24,utility,"[0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1]","[0.4666666666666667, 0.36666666666666664, 0.16666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,25,utility,"[0, 0, 1, 2, 2, 1, 1, 2, 0, 0, 0, 2, 2, 1, 2, 1, 2, 0, 2, 1, 2, 2, 2, 1, 1, 2, 1, 0, 2, 2]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 2.96 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.44']"
High Mobility,26,utility,"[0, 0, 2, 2, 2, 1, 2, 2, 1, 0, 2, 2, 2, 2, 1, 1, 1, 0, 2, 0, 1, 2, 0, 1, 1, 2, 1, 0, 0, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 4.81 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,27,utility,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 2, 0, 1, 1, 0, 2, 1, 1, 0, 2, 1, 0, 2, 0, 0, 0, 2, 1, 1, 1, 0]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,28,utility,"[0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 2, 1, 0, 0, 2]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 11 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,29,utility,"[0, 0, 1, 1, 2, 2, 2, 1, 2, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 2, 2, 1, 1, 0, 1, 1, 0, 2, 0]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,30,utility,"[0, 0, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,31,utility,"[0, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 0, 2, 2]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,32,utility,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0]","[0.3, 0.4, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,33,utility,"[0, 0, 0, 2, 2, 0, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 0, 1, 1, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.22']"
High Mobility,34,utility,"[0, 0, 1, 0, 2, 2, 2, 2, 0, 2, 2, 1, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 2, 2]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 4.21 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Mobility,35,utility,"[1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 0, 0, 1, 1, 1, 2]","[0.1, 0.6333333333333333, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 1.16 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Mobility,36,utility,"[0, 0, 2, 1, 1, 1, 2, 1, 0, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 0, 1, 0, 2, 0, 0, 0, 0]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,37,utility,"[1, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0.4, 0.5, 0.1]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 4.27 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']"
High Mobility,38,utility,"[2, 1, 2, 1, 2, 0, 2, 1, 0, 2, 1, 1, 0, 1, 1, 1, 2, 2, 1, 2, 2, 0, 0, 0, 0, 2, 0, 2, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,39,utility,"[0, 0, 0, 2, 2, 1, 2, 1, 0, 2, 1, 1, 0, 0, 1, 1, 1, 2, 2, 0, 2, 2, 0, 1, 0, 2, 0, 1, 0, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.58 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,40,utility,"[0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 2]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,41,utility,"[0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 2, 1, 1, 0, 1, 1, 2, 1, 2, 2, 1, 2, 0, 1, 0, 2, 0, 2, 0, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,42,utility,"[0, 0, 1, 1, 0, 1, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 1, 0, 0, 0, 1, 2, 0]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,43,utility,"[0, 0, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 0, 1, 0, 0, 0, 2, 2, 2]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.20']"
High Mobility,44,utility,"[0, 0, 2, 1, 2, 0, 0, 1, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 2, 2, 2, 0, 1, 1, 0, 0, 2, 0, 0]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,45,utility,"[0, 0, 2, 2, 2, 0, 0, 1, 0, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 0, 2, 1, 2, 1, 0, 1, 0, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,46,utility,"[0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 2, 1, 1, 0, 1, 1, 0, 2]","[0.23333333333333334, 0.6333333333333333, 0.13333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,47,utility,"[0, 0, 2, 1, 2, 2, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 0, 1, 2, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 0]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,48,utility,"[0, 0, 2, 1, 1, 0, 2, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 0, 2, 2, 0]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,49,utility,"[0, 0, 1, 1, 1, 2, 2, 1, 0, 1, 2, 2, 0, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 0, 2, 2, 2]","[0.16666666666666666, 0.3333333333333333, 0.5]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.13']"
High Mobility,50,utility,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 2, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 2, 2, 1, 2, 2, 0, 1, 2, 2]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.28']"
High Mobility,51,utility,"[2, 0, 1, 1, 1, 2, 2, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 2, 2, 2, 0, 2, 1, 2, 2, 0, 2, 2, 2]","[0.2, 0.3, 0.5]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,52,utility,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 0, 2, 2, 0]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,53,utility,"[0, 2, 1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 0]","[0.1, 0.5666666666666667, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = 4.35 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,54,utility,"[0, 0, 1, 1, 1, 0, 2, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 2, 2, 0, 2, 2, 2, 1, 2, 1, 0, 1, 2, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.31']"
High Mobility,55,utility,"[0, 1, 1, 1, 1, 1, 1, 0, 2, 1, 2, 1, 1, 1, 2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 2, 1, 0, 1, 1, 2]","[0.13333333333333333, 0.5, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.81 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.16']"
High Mobility,56,utility,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 2, 0, 0, 1, 2, 0, 0, 1, 2, 1, 2, 1, 0, 1, 2, 2]","[0.26666666666666666, 0.5, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 0.42 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.12']"
High Mobility,57,utility,"[1, 0, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0, 2, 1, 0, 1, 2, 2]","[0.2, 0.3333333333333333, 0.4666666666666667]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.20']"
High Mobility,58,utility,"[2, 0, 1, 1, 2, 0, 0, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 0, 2, 0, 2, 2, 0, 1, 2, 1, 2, 1, 2, 1]","[0.2, 0.4, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.32']"
High Mobility,59,utility,"[2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 2, 2, 2, 2, 0, 0, 0, 2, 1, 1, 2, 1, 2]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.14']"
High Mobility,60,utility,"[2, 2, 0, 2, 1, 0, 2, 1, 2, 0, 1, 2, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 2]","[0.23333333333333334, 0.26666666666666666, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,61,utility,"[2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 2, 2, 2, 2, 0, 2, 0, 2, 1, 0, 1, 2, 2]","[0.13333333333333333, 0.36666666666666664, 0.5]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,62,utility,"[1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 0, 1, 1, 1, 0, 2, 1, 1, 1, 0, 2]","[0.2, 0.5333333333333333, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
