scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
Low Load,81,Random,baseline,"[0, 1, 0, 2, 1, 1, 2, 1, 1, 0, 2, 1, 2, 1, 1, 2, 1, 0, 1, 0, 2, 2, 0, 1, 2, 2, 2, 0, 2, 0]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,82,Random,baseline,"[0, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 2, 1, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 1, 2, 2, 2, 0, 2, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -5.47 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.26']"
Low Load,83,Random,baseline,"[0, 0, 0, 1, 1, 0, 2, 2, 2, 0, 2, 2, 1, 1, 1, 2, 2, 1, 0, 0, 2, 0, 0, 1, 0, 2, 0, 1, 1, 1]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,84,Random,baseline,"[2, 0, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 2, 1, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 2, 2, 0, 1, 1, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,85,Random,baseline,"[1, 2, 2, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 1, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,86,Random,baseline,"[0, 0, 0, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 2, 0, 2, 0, 2, 1, 1, 2, 0, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,87,Random,baseline,"[0, 1, 0, 2, 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 2, 2, 1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 2, 0, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,88,Random,baseline,"[2, 1, 0, 2, 1, 2, 2, 2, 1, 0, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 1, 0, 2, 2, 0, 0, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 2.75 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
Low Load,89,Random,baseline,"[2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 1, 0, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,90,Random,baseline,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 1, 0, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 4.07 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,91,Random,baseline,"[1, 0, 2, 1, 0, 2, 1, 1, 2, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 1, 0, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,92,Random,baseline,"[1, 2, 2, 2, 1, 2, 1, 0, 2, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,93,Random,baseline,"[1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0, 1, 1, 2, 2, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 4.49 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,94,Random,baseline,"[2, 0, 2, 1, 0, 2, 1, 0, 2, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0, 2]","[0.3, 0.4, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,95,Random,baseline,"[1, 0, 2, 2, 2, 2, 1, 0, 2, 0, 1, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 2]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 1.21 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,96,Random,baseline,"[1, 0, 1, 2, 1, 2, 1, 0, 2, 0, 2, 1, 1, 1, 2, 2, 2, 1, 0, 1, 2, 1, 0, 0, 2, 2, 0, 1, 0, 1]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,97,Random,baseline,"[1, 0, 1, 2, 1, 2, 2, 2, 2, 0, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 0, 0, 2, 2, 2, 2, 1, 1]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 4.74 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
Low Load,98,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 2, 1, 0, 2, 2, 0, 1, 1, 1, 0]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -4.55 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
Low Load,99,Random,baseline,"[2, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 0, 1, 1, 0, 2, 0, 1, 1, 2, 2, 2, 2, 2, 1, 1, 0, 1, 1, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,0,Random,utility,"[1, 2, 0, 2, 2, 0, 0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 1, 2, 0, 2]","[0.23333333333333334, 0.2, 0.5666666666666667]",['Unfairness: Jain Index = 0.09']
Low Load,1,Random,utility,"[1, 2, 0, 0, 2, 0, 2, 2, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 1, 2, 2, 1, 2, 0, 1]","[0.3, 0.4, 0.3]",['Unfairness: Jain Index = 0.04']
Low Load,2,Random,utility,"[1, 2, 2, 0, 2, 1, 2, 0, 0, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 0, 0, 1, 2, 1, 2, 2, 2, 2, 1, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,3,Random,utility,"[1, 2, 1, 0, 2, 2, 2, 2, 2, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 1, 2, 0, 2, 2, 2, 2, 0, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,4,Random,utility,"[1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 0, 1, 1, 0, 0, 1, 2, 1, 2, 2, 2, 2, 0, 0]","[0.26666666666666666, 0.2, 0.5333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,5,Random,utility,"[1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0, 1, 1, 2, 0, 0, 1, 0, 1, 2, 2, 2, 2, 2, 0]","[0.23333333333333334, 0.2, 0.5666666666666667]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,6,Random,utility,"[1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,7,Random,utility,"[2, 2, 0, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 0, 1, 2, 1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 0, 2, 0, 2]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,8,Random,utility,"[1, 2, 0, 2, 0, 2, 2, 2, 0, 2, 0, 0, 0, 1, 2, 2, 1, 1, 2, 1, 0, 1, 2, 0, 0, 1, 0, 2, 1, 1]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,9,Random,utility,"[1, 2, 0, 2, 2, 2, 2, 2, 0, 1, 2, 0, 2, 2, 2, 2, 1, 1, 2, 0, 0, 1, 2, 1, 2, 2, 2, 2, 2, 1]","[0.16666666666666666, 0.23333333333333334, 0.6]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,10,Random,utility,"[1, 1, 1, 2, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 2, 0, 1]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,11,Random,utility,"[1, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 1, 0, 0, 1, 0, 2, 1, 2, 1, 0, 1, 2, 0, 2, 1, 2, 2, 0, 1]","[0.3, 0.3, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,12,Random,utility,"[1, 0, 0, 2, 2, 0, 1, 2, 0, 1, 2, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 2, 0, 2, 2, 0, 2, 0, 0]","[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,13,Random,utility,"[1, 2, 0, 2, 2, 0, 2, 2, 1, 2, 2, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 1, 2, 2, 0, 1, 0, 0, 1, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,14,Random,utility,"[2, 2, 0, 2, 0, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 2, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 1]","[0.4, 0.3, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,15,Random,utility,"[1, 2, 1, 0, 1, 1, 2, 2, 0, 1, 2, 0, 2, 1, 2, 2, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 1, 2, 2, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.12']"
Low Load,16,Random,utility,"[1, 2, 0, 0, 0, 2, 1, 2, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0]","[0.4666666666666667, 0.13333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.53 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,17,Random,utility,"[1, 2, 1, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 0, 1, 1, 0, 2, 0, 1]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,18,Random,utility,"[0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 2, 2, 0, 2, 0, 2]","[0.4666666666666667, 0.2, 0.3333333333333333]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,19,Random,utility,"[1, 2, 0, 2, 1, 1, 1, 2, 1, 1, 2, 0, 2, 0, 2, 1, 1, 2, 0, 0, 0, 1, 2, 0, 2, 2, 2, 2, 2, 2]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,20,Random,utility,"[2, 2, 0, 1, 2, 0, 2, 2, 2, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 0, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,21,Random,utility,"[1, 2, 0, 2, 2, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 0, 1, 0, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 2]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,22,Random,utility,"[1, 1, 1, 1, 2, 1, 2, 2, 0, 1, 2, 0, 1, 1, 1, 1, 0, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 2, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.08']"
Low Load,23,Random,utility,"[0, 2, 1, 0, 0, 2, 0, 2, 0, 1, 2, 0, 2, 0, 1, 2, 1, 2, 1, 0, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,24,Random,utility,"[1, 0, 0, 2, 0, 0, 1, 2, 2, 0, 2, 0, 0, 0, 2, 1, 1, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 2, 0, 1]","[0.4666666666666667, 0.23333333333333334, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,25,Random,utility,"[0, 1, 0, 1, 2, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 2, 0, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 0.38 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,26,Random,utility,"[1, 2, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 2, 1, 0, 2, 0, 2, 0, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,27,Random,utility,"[1, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 2, 1, 2, 0, 1]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,28,Random,utility,"[1, 2, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 2, 2, 1, 0, 2, 0, 2, 1, 0, 0, 1, 2, 1, 1, 1, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,29,Random,utility,"[2, 2, 1, 1, 2, 1, 0, 2, 2, 1, 2, 1, 0, 1, 0, 2, 2, 0, 1, 0, 2, 1, 2, 0, 0, 2, 1, 1, 0, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,30,Random,utility,"[1, 1, 0, 1, 2, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 1, 2, 1, 2, 0, 0, 1, 2, 0, 0, 2, 1, 2, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,31,Random,utility,"[0, 2, 0, 2, 2, 1, 2, 2, 0, 0, 2, 1, 0, 1, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 2, 2, 2, 2, 2, 1]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.51 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
Low Load,32,Random,utility,"[1, 2, 1, 2, 2, 1, 1, 2, 1, 0, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 1, 2, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,33,Random,utility,"[1, 2, 2, 2, 2, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 2, 2, 0, 0, 1, 2, 0, 2, 2, 1, 2, 0, 1]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,34,Random,utility,"[2, 2, 1, 2, 2, 2, 0, 1, 2, 1, 0, 0, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.12']"
Low Load,35,Random,utility,"[2, 2, 2, 1, 2, 0, 2, 0, 0, 0, 2, 0, 0, 1, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 0, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,36,Random,utility,"[1, 1, 0, 1, 2, 0, 2, 0, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
Low Load,37,Random,utility,"[1, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2, 0, 1, 1, 1, 2, 2, 0, 1, 1, 0, 0, 2, 2, 1, 0, 1, 1]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 1.80 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,38,Random,utility,"[2, 0, 0, 1, 2, 1, 2, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 3.81 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
Low Load,39,Random,utility,"[1, 0, 0, 1, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 2, 1, 1]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 0.70 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,40,Random,utility,"[1, 0, 1, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 1, 1, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 2, 0, 1]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,41,Random,utility,"[1, 1, 0, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 0, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1, 1, 2, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.08']"
Low Load,42,Random,utility,"[1, 1, 1, 0, 2, 0, 1, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, 0, 1, 2, 1, 2, 1, 1]","[0.26666666666666666, 0.5, 0.23333333333333334]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,43,Random,utility,"[0, 0, 2, 2, 2, 0, 2, 0, 0, 1, 2, 1, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1, 2, 0, 2, 1, 2, 1, 2, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,44,Random,utility,"[1, 1, 0, 1, 1, 2, 0, 2, 0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 2, 1, 0, 0, 0]","[0.43333333333333335, 0.4, 0.16666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,45,Random,utility,"[1, 1, 0, 2, 0, 2, 2, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 1, 2, 1]","[0.23333333333333334, 0.5, 0.26666666666666666]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.07']"
Low Load,46,Random,utility,"[0, 2, 1, 1, 2, 2, 1, 0, 2, 0, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 1]","[0.2, 0.5, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
Low Load,47,Random,utility,"[1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 2, 0, 2, 1, 2, 0, 2, 1]","[0.16666666666666666, 0.4, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,48,Random,utility,"[1, 1, 1, 1, 0, 0, 1, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 2, 0, 2, 0, 1, 2, 0, 2, 1, 2, 0, 0, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -8.39 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,49,Random,utility,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, 2, 1, 0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 2, 0, 0, 1, 2, 1, 1, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,50,Random,utility,"[2, 2, 0, 1, 0, 0, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 1, 2, 1, 0, 0]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 0.70 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,51,Random,utility,"[1, 0, 1, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0, 1, 2, 2, 0, 0]","[0.26666666666666666, 0.5, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.76 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,52,Random,utility,"[0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 1, 1, 0, 1, 2, 1, 1, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 0]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,53,Random,utility,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 2, 1, 1, 2, 0]","[0.5666666666666667, 0.3333333333333333, 0.1]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -2.35 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
Low Load,54,Random,utility,"[1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 0, 1, 2, 2, 0, 1, 1, 1, 1, 2, 0]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 9 UEs', 'QoS Violation: Avg High Prio SINR = -4.20 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
Low Load,55,Random,utility,"[1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 1, 1, 1, 2, 0, 1, 1, 2, 0, 2, 1, 1, 1, 0, 1]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = -7.72 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
Low Load,56,Random,utility,"[1, 0, 2, 1, 0, 0, 0, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 0, 0, 2, 0, 1, 1, 0, 0, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
Low Load,57,Random,utility,"[1, 1, 0, 0, 2, 0, 2, 2, 0, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 2, 1, 2, 1, 2, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 12 UEs', 'QoS Violation: Avg High Prio SINR = -2.59 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
