scenario,iteration,fuzzer_type,algorithm,handover_count_iter,handover_rate,vulnerability_count,vulnerability_severity,cascade_indicator,vulnerabilities,jain_fairness_index,load_efficiency,load_std,load_max,alpha_fairness_a1,alpha_fairness_a2,avg_sinr_db,sinr_5th_percentile_db,avg_high_prio_sinr,worst_high_prio_sinr,num_ues_below_qos,avg_throughput_mbps,throughput_5th_percentile_mbps,avg_transmission_time_ms,has_ping_pong,has_qoe_violation,has_unfairness
High Load,0,Naive_Random,utility,23,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.16']",0.16449437816265863,0.9648973046155367,0.03637972167250478,0.13333333333333333,32.45667266845703,-29.938297271728516,4.6985846,-5.677706789970398,2.8352718,-5.8687344,11,31.943056,4.729540944099426,0.8376969490200281,False,True,True
High Load,0,Naive_Random,ml_based,28,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -2.52 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']",0.08261586631186442,0.9535202569726381,0.04874541750684142,0.16666666666666666,0.4764575958251953,-97.8123550415039,0.06897427,-10.0,-2.5239763,-10.0,14,20.595102,1.8810484409332275,2.2394731640815735,False,True,True
High Mobility,0,Adaptive_AI,baseline,24,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -4.44 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.10']",0.0951001188865399,0.9569353720808719,0.045002650310107584,0.13333333333333333,-28.720556259155273,-150.16180419921875,-4.1577263,-10.0,-4.441553,-10.0,25,10.647574,1.8810484409332275,3.321525175124407,False,True,True
High Mobility,0,Adaptive_AI,utility,30,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -7.59 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']",0.036545672529527846,0.8226604931581698,0.21556827915854934,0.9666666666666667,-60.11199951171875,-278.78485107421875,-8.702103,-10.0,-7.590334,-10.0,29,5.0116525,1.8810484409332275,5.943018477410078,False,True,True
High Mobility,0,Adaptive_AI,ml_based,28,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -9.61 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']",0.03382015257262128,0.958144549334812,0.04368385823855695,0.16666666666666666,-52.64444351196289,-255.0240020751953,-7.6210628,-10.0,-9.612713,-10.0,28,7.315156,1.8810484409332275,5.4580410942435265,False,True,True
High Mobility,0,Basic_AI,baseline,22,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 1.71 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']",0.06820498559113744,0.9606895808301764,0.04091896066558105,0.16666666666666666,-8.513532638549805,-104.11276245117188,-1.2324595,-10.0,1.7067734,-10.0,19,17.817705,1.8810484409332275,2.374291652813554,False,True,True
High Mobility,0,Basic_AI,utility,29,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -1.74 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']",0.08032941269147305,0.9280987197119234,0.0774715865467355,0.3333333333333333,-13.388614654541016,-136.63821411132812,-1.9382004,-10.0,-1.7437495,-10.0,20,17.745302,1.8810484409332275,3.0331227462738752,False,True,True
High Mobility,0,Basic_AI,ml_based,28,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -8.23 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.16']",0.16278712150530322,0.9593945898369228,0.04232399326952568,0.13333333333333333,-55.094764709472656,-242.69692993164062,-7.975784,-10.0,-8.233132,-10.0,27,4.6123533,1.8810484409332275,5.21122058853507,False,True,True
High Mobility,0,Strategic_Random,baseline,23,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.42 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.15']",0.1526556538173029,0.9606895808301764,0.04091896066558105,0.16666666666666666,20.718297958374023,-42.71338653564453,2.9992805,-7.176759362220762,2.419596,-10.0,9,26.440561,4.173951768875122,1.108937431126833,False,True,True
High Mobility,0,Strategic_Random,utility,21,0,1,1,0,['Unfairness: Jain Index = 0.05'],0.050741647493315827,0.9648973046155367,0.03637972167250478,0.13333333333333333,32.337242126464844,-32.494163513183594,4.6812954,-5.35852620601654,5.3890224,-6.462943,12,32.847084,5.044891285896301,0.8897663792595267,False,False,True
High Mobility,0,Strategic_Random,ml_based,29,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -3.23 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']",0.04272315409819187,0.9569353720808719,0.045002650310107584,0.16666666666666666,-6.934826374053955,-103.44400787353516,-1.0039189,-10.0,-3.230445,-10.0,19,17.44445,1.8810484409332275,2.36062565818429,False,True,True
High Mobility,0,Naive_Random,baseline,23,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 0.75 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']",0.08382106057614314,0.9535202569726381,0.04874541750684143,0.2,17.240705490112305,-37.30351638793945,2.495847,-6.206880879402161,0.75429076,-6.31809,14,24.486683,4.238074541091919,1.002842327579856,False,True,True
High Mobility,0,Naive_Random,utility,25,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 3.78 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.14']",0.1409355425944506,0.9697565448828662,0.031186647078300316,0.1,24.924346923828125,-24.64232063293457,3.6081686,-3.4701555967330933,3.7825525,-3.468906,8,26.591492,7.329988265037537,0.7405583164654672,False,True,True
High Mobility,0,Naive_Random,ml_based,27,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -5.03 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.21']",0.2127801116027656,0.9664309532346281,0.03473506995302339,0.13333333333333333,-0.2852674722671509,-109.2525634765625,-0.04129684,-10.0,-5.034341,-10.0,18,21.581842,1.8810484409332275,2.4682425428181887,False,True,True
Mixed Mobility,0,Adaptive_AI,baseline,14,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -1.14 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']",0.039687434289008915,0.9412450192590729,0.06242262061283227,0.2,-30.360233306884766,-182.88873291015625,-4.395094,-10.0,-1.141837,-10.0,24,12.575621,1.8810484409332275,3.982534632086754,False,True,True
Mixed Mobility,0,Adaptive_AI,utility,30,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -6.34 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']",0.08889103427309486,0.8606040239228573,0.16197458087836897,0.7333333333333333,-41.30195999145508,-218.45277404785156,-5.979072,-10.0,-6.343479,-10.0,24,9.363923,1.8810484409332275,4.709168802946806,False,True,True
Mixed Mobility,0,Adaptive_AI,ml_based,30,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -7.01 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.16']",0.15614005344296786,0.9546260632209292,0.047530586611031815,0.16666666666666666,-54.603450775146484,-247.2997589111328,-7.904659,-10.0,-7.00608,-10.0,27,4.78127,1.8810484409332275,5.304077640175819,False,True,True
Mixed Mobility,0,Basic_AI,baseline,19,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -4.25 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']",0.059306266340464285,0.9404218967564332,0.06335252661497469,0.2,-35.3822135925293,-186.3509063720703,-5.1220994,-10.0,-4.253432,-10.0,25,10.289103,1.8810484409332275,4.056621342897415,False,True,True
Mixed Mobility,0,Basic_AI,utility,24,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.00 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']",0.09002043585641095,0.9249340798296491,0.08115812986821316,0.3333333333333333,-12.822676658630371,-131.45947265625,-1.8562722,-10.0,2.0000925,-9.366342,22,17.969538,1.8810484409332275,2.9280944727361202,False,True,True
Mixed Mobility,0,Basic_AI,ml_based,28,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -5.58 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']",0.033949540296726706,0.9524438137657325,0.04993069989739546,0.13333333333333333,-49.65785598754883,-248.6208038330078,-7.188711,-10.0,-5.5817776,-10.0,27,8.313523,1.8810484409332275,5.326175596565008,False,True,True
Mixed Mobility,0,Strategic_Random,baseline,23,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 3.73 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.17']",0.1696336806173578,0.9593945898369228,0.04232399326952568,0.13333333333333333,21.23118019104004,-36.521995544433594,3.073528,-6.537399888038635,3.73256,-10.0,9,25.779074,3.977433812618256,0.9832249488681555,False,True,True
Mixed Mobility,0,Strategic_Random,utility,27,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.61 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']",0.08157627807108894,0.9664309532346281,0.03473506995302339,0.13333333333333333,20.847524642944336,-33.80752944946289,3.0179887,-5.539330244064331,2.6109517,-6.0583634,15,26.38339,4.862050700187683,0.9291648166254163,False,True,True
Mixed Mobility,0,Strategic_Random,ml_based,27,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 0.57 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.28']",0.27740485542127197,0.958144549334812,0.04368385823855695,0.16666666666666666,-19.369033813476562,-127.50764465332031,-2.8039544,-10.0,0.56780607,-10.0,20,12.837617,1.8810484409332275,2.8564773965626955,False,True,True
Mixed Mobility,0,Naive_Random,baseline,23,0,1,2,0,['QoS Violation: Avg High Prio SINR = 0.79 dB (Threshold: 5.0 dB)'],0.44048309047192147,0.9593945898369228,0.04232399326952568,0.16666666666666666,12.341506958007812,-29.1885929107666,1.7866162,-4.055071878433227,0.78929776,-3.3104196,12,20.092579,6.591270542144776,0.8457758813165128,False,True,False
Mixed Mobility,0,Naive_Random,utility,24,0,1,1,0,['Unfairness: Jain Index = 0.21'],0.21047958649818221,0.9606895808301764,0.04091896066558105,0.16666666666666666,31.28215980529785,-30.306610107421875,4.528556,-4.157580292224884,5.564181,-4.618824,14,32.202137,6.417009735107422,0.8471467881463468,False,False,True
Mixed Mobility,0,Naive_Random,ml_based,21,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.79 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']",0.037837134570156666,0.9606895808301764,0.04091896066558105,0.13333333333333333,7.551247596740723,-53.66358947753906,1.093155,-6.812557435035705,2.790187,-6.9046235,12,21.0991,3.7355537533760073,1.3435572618618608,False,True,True
Interference-Heavy,0,Adaptive_AI,baseline,18,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -7.91 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.02']",0.02289757727903612,0.9660403515010919,0.03515344720967348,0.13333333333333333,-109.54631042480469,-489.229736328125,-7.9292274,-10.0,-7.905203,-10.0,56,5.0626206,1.8810484409332275,5.249681882560253,False,True,True
Interference-Heavy,0,Adaptive_AI,utility,58,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -6.33 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.12']",0.1246892100804019,0.9042728806392226,0.10586087608102168,0.4666666666666667,-89.70413970947266,-380.58514404296875,-6.493002,-10.0,-6.3282456,-10.0,57,6.042678,1.8810484409332275,4.145619925111532,False,True,True
Interference-Heavy,0,Adaptive_AI,ml_based,57,0,1,2,0,['QoS Violation: Avg High Prio SINR = -9.20 dB (Threshold: 5.0 dB)'],0.7425350146871129,0.9634346015125301,0.03795317132067357,0.15,-133.8462371826172,-574.126220703125,-9.688114,-10.0,-9.198228,-10.0,60,2.113488,1.8810484409332275,6.116628646850586,False,True,False
Interference-Heavy,0,Basic_AI,baseline,32,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -3.64 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.02']",0.019545600097111662,0.9587642213937457,0.04300930060396935,0.13333333333333333,-65.8749008178711,-369.98504638671875,-4.768184,-10.0,-3.6436884,-10.0,47,11.167377,1.8810484409332275,4.027992952615023,False,True,True
Interference-Heavy,0,Basic_AI,utility,53,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 3.67 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.11']",0.10787847479221993,0.9372571023351605,0.06694310185382074,0.2833333333333333,20.06927490234375,-206.0155792236328,1.4526623,-10.0,3.6653428,-10.0,38,29.23744,1.8810484409332275,2.3342412896454334,False,True,True
Interference-Heavy,0,Basic_AI,ml_based,57,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -9.71 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.02']",0.023539065586112077,0.970652760062045,0.03023454024493699,0.11666666666666667,-124.79051971435547,-555.058837890625,-9.0326395,-10.0,-9.714206,-10.0,58,3.831804,1.8810484409332275,5.919728893786669,False,True,True
Interference-Heavy,0,Strategic_Random,baseline,42,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 1.85 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.20']",0.20185101618971016,0.9664309532346281,0.03473506995302339,0.13333333333333333,19.125001907348633,-100.4762191772461,1.3843138,-8.060925102233886,1.8496246,-10.0,26,21.259068,2.871860694885254,1.2712680036202073,False,True,True
Interference-Heavy,0,Strategic_Random,utility,49,0,1,1,0,['Unfairness: Jain Index = 0.04'],0.04035432114378244,0.9697565448828662,0.031186647078300316,0.11666666666666667,56.03309631347656,-60.85372543334961,4.05581,-5.655139589309693,5.5480385,-5.6353235,19,29.557398,4.748150515556335,0.8536831010133028,False,False,True
Interference-Heavy,0,Strategic_Random,ml_based,52,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 1.28 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']",0.04527951561775511,0.9751206693301981,0.02551410451271752,0.1,13.398785591125488,-193.02548217773438,0.9698364,-10.0,1.2753221,-10.0,30,24.215725,1.8810484409332275,2.2056621965020895,False,True,True
Interference-Heavy,0,Naive_Random,baseline,44,0,1,1,0,['Unfairness: Jain Index = 0.12'],0.11651669138459009,0.970652760062045,0.03023454024493699,0.15,35.874332427978516,-95.15271759033203,2.5966709,-9.443197202682494,5.213363,-10.0,28,25.816204,2.1257193565368655,1.2093817349523306,False,False,True
Interference-Heavy,0,Naive_Random,utility,52,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 1.32 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']",0.06218155359052392,0.9725411089311711,0.028234170069177337,0.11666666666666667,45.114044189453125,-71.39281463623047,3.2654636,-5.328805994987488,1.3159989,-6.274935,25,27.71126,5.076528739929199,0.9665353572927415,False,True,True
Interference-Heavy,0,Naive_Random,ml_based,50,0,2,3,0,"['QoS Violation: Avg High Prio SINR = 2.35 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.11']",0.11004364219584707,0.9664309532346281,0.03473506995302339,0.15,13.599418640136719,-167.3939666748047,0.98435885,-10.0,2.3522716,-10.0,32,23.241982,1.8810484409332275,1.9475294975563884,False,True,True
Emergency (BS Outage),0,Adaptive_AI,baseline,10,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -4.00 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.25']",0.25316699816650634,0.9564417275862845,0.04554200340426488,0.16666666666666666,-47.99549865722656,-227.30618286132812,-6.9480596,-10.0,-4.0011687,-10.0,26,6.273168,1.8810484409332275,4.8950957134366035,False,True,True
Emergency (BS Outage),0,Adaptive_AI,utility,29,0,2,3,0,"['QoS Violation: Avg High Prio SINR = -4.65 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']",0.06393731076365144,0.8710239510849045,0.14807405554629047,0.6,-27.02001190185547,-194.10943603515625,-3.9115472,-10.0,-4.6461225,-10.0,24,16.354548,1.8810484409332275,4.204442724585533,False,True,True
